LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux
200098,Nueva Zaldivar 220->Zaldivar 220,T,*,*,Nueva Zaldivar 220,Zaldivar 220,*,T,T,101,T,F,308.65,308.65,F,F,T,308.65,308.65,220,0.015099,0.084105,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.21
200099,Zaldivar 220->Escondida 220,T,*,*,Zaldivar 220,Escondida 220,*,T,T,101,T,F,293.03,293.03,F,F,T,293.03,293.03,220,1.0038,5.5216,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,14
200100,Nueva Zaldivar 220->Sulfuros 220,T,*,*,Nueva Zaldivar 220,Sulfuros 220,*,T,T,101,T,F,293.03,293.03,F,F,T,293.03,293.03,220,1.2961,5.3209,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,13
200101,Sulfuros 220->Domeyko 220,T,*,*,Sulfuros 220,Domeyko 220,*,T,T,101,T,F,293.03,293.03,F,F,T,293.03,293.03,220,0.08,0.4093,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1
200102,Domeyko 220->Escondida 220,T,*,*,Domeyko 220,Escondida 220,*,T,T,101,T,F,245.78,245.78,F,F,T,245.78,245.78,220,0.69207,2.86695,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,6.9
200103,Domeyko 220->Laguna Seca 220,T,*,*,Domeyko 220,Laguna Seca 220,BarA,T,T,101,T,F,245.778,245.778,F,F,T,245.778,245.778,220,1.391,5.4067,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,13
200104,Domeyko 220->Planta Oxidos 220,T,*,*,Domeyko 220,Planta Oxidos 220,BarA,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,0.1001,0.4174,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1
200105,SE Bombeo 4 220->Domeyko 220,T,*,*,SE Bombeo 4 220,Domeyko 220,*,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,1.697960091,7.925060424,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,18.700.001
200106,SE Bombeo 4 220->SE Bombeo 3 220,T,*,*,SE Bombeo 4 220,SE Bombeo 3 220,*,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,2.21552,10.34072,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,24.4
200107,SE Bombeo 3 220->Palestina 220,T,*,*,SE Bombeo 3 220,Palestina 220,*,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,2.68768,12.54448,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,29.6
200108,Palestina 220->Llanos 220,T,*,*,Palestina 220,Llanos 220,*,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,0.02724,0.12714,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.3
200109,SE Bombeo 2 220->Llanos 220,T,*,*,SE Bombeo 2 220,Llanos 220,*,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,1.85232,8.64552,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,20.4
200110,O Higgins 220->SE Bombeo 2 220,T,*,*,O Higgins 220,SE Bombeo 2 220,BarA,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,3.141679818,14.66347915,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,34.599.998
200111,Llanos 220->Llanos 066,T,*,*,Llanos 220,Llanos 066,*,T,T,101,T,F,20,20,F,F,T,20,20,220,8.023644,331.959342,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/66
200112,Llanos 066->Aguas Blancas 066,T,*,*,Llanos 066,Aguas Blancas 066,*,T,T,101,T,F,43.3,43.3,F,F,T,43.3,43.3,66,12.12600043,11.50560041,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,28.2
200113,O Higgins 220->Coloso 220 I,T,*,MesDic-2023,O Higgins 220,Coloso 220,BarA,T,T,101,T,F,245.78,245.78,F,F,T,245.78,245.78,220,2.955969809,14.02401797,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,32.459.999
200114,Mejillones 220->O Higgins 220,T,*,*,Mejillones 220,O Higgins 220,*,T,T,101,T,F,260.6,260.6,F,F,T,260.6,260.6,220,6.2826,22.9918,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,74
200115,Mejillones 220->Mejillones PMT,T,*,*,Mejillones 220,Mejillones PMT,BarB,T,T,101,T,F,100,100,F,T,T,100,100,220,0,0.01,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/12
200116,Mejillones PMT->Mejillones 110,T,*,*,Mejillones PMT,Mejillones 110,*,T,T,101,T,F,100,100,F,T,T,100,100,220,0.242,64.1,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,12/110
200117,Chacaya 220->Mejillones 220,T,*,*,Chacaya 220,Mejillones 220,*,T,T,101,T,F,365.81,365.81,F,F,T,365.81,365.81,220,0.10439,0.53339,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1.3
200118,Chacaya 220->Crucero 220,T,*,*,Chacaya 220,Crucero 220,*,T,T,101,T,F,304.84,304.84,F,F,T,304.84,304.84,220,15.2547297,63.73697875,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,152.699.997
200119,Chacaya 220->El Cobre 220 I,T,*,*,Chacaya 220,El Cobre 220,*,T,T,101,T,F,350.6,350.6,F,F,T,350.6,350.6,220,6.12,54.6768,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,144
200120,Chacaya 220->El Cobre 220 II,T,*,*,Chacaya 220,El Cobre 220,*,T,T,101,T,F,350.6,350.6,F,F,T,350.6,350.6,220,6.12,54.6768,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,144
200121,Chacaya 220->Capricornio 220,T,*,*,Chacaya 220,Capricornio 220,BarA,T,T,101,T,F,304.84,304.84,F,F,T,304.84,304.84,220,4.015,20.515,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,50
200122,Capricornio 220->Mantos Blancos 220,T,*,*,Capricornio 220,Mantos Blancos 220,*,T,T,101,T,F,304.84,304.84,F,F,T,304.84,304.84,220,1.2848,6.5648,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,16
200123,Mantos Blancos 220->Laberinto 220,T,*,*,Mantos Blancos 220,Laberinto 220,BarB,T,T,101,T,F,272.1,272.1,F,F,T,272.1,272.1,220,6.958,28.805,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,70
200124,Chacaya 220->Molycop 220,T,*,*,Chacaya 220,Molycop 220,BarA,T,T,101,T,F,144.628,144.628,F,F,T,144.628,144.628,220,0.0813186,0.3397636,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.814
200125,Chacaya Central 13.8->Chacaya 220,T,*,*,Chacaya Central 13.8,Chacaya 220,BarB,T,T,101,T,F,150,150,F,F,T,150,150,220,1.854,206.91,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/13.8
200126,Chacaya 220->Chacaya Puerto 110,T,*,*,Chacaya 220,Chacaya Puerto 110,BarB,T,T,101,T,F,100,100,F,F,T,100,100,220,0,65.945,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/110
200127,Chacaya Puerto 110->Chacaya 033,T,*,*,Chacaya Puerto 110,Chacaya 033,*,T,T,101,T,F,10,10,F,F,T,10,10,110,6.11,91.029306,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,110/33
200128,Chacaya 033->(Ei1) Algorta 033,T,*,*,Chacaya 033,(Ei1) Algorta 033,*,T,T,101,T,F,17.44395134,17.44395134,F,F,T,17.44395134,17.44395134,33,1.452686,3.2758222,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,10.18
200129,(Ei1) Algorta 033->(Ei2) Algorta 033,T,*,*,(Ei1) Algorta 033,(Ei2) Algorta 033,*,T,T,101,T,F,15.58289739,15.58289739,F,F,T,15.58289739,15.58289739,33,0.38536906,0.75034446,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,2.294
200130,(Ei2) Algorta 033->(Ei3) Algorta 033,T,*,*,(Ei2) Algorta 033,(Ei3) Algorta 033,*,T,T,101,T,F,8.192409794,8.192409794,F,F,T,8.192409794,8.192409794,33,6.23815638,5.28364825,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,14.687
200131,(Ei3) Algorta 033->Algorta 033,T,*,*,(Ei3) Algorta 033,Algorta 033,*,T,T,101,T,F,13.29087455,13.29087455,F,F,T,13.29087455,13.29087455,33,3.26402688,5.15331264,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,15.424
200132,Chacaya 110->Mejillones 110,T,*,*,Chacaya 110,Mejillones 110,BarA,T,T,101,T,F,121.9,121.9,F,F,T,121.9,121.9,110,0.2205,0.5502,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1.4
200133,(Ei) Chacaya Puerto 110->GNL 110,T,*,*,(Ei) Chacaya Puerto 110,GNL 110,*,T,T,101,T,F,121.9,121.9,F,F,T,121.9,121.9,110,0.015504,0.035568,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.152
200134,Chacaya Puerto 110->(Ei) Chacaya Puerto 110,T,*,*,Chacaya Puerto 110,(Ei) Chacaya Puerto 110,*,T,T,101,T,F,121.9,121.9,F,F,T,121.9,121.9,110,1.7378174,4.3132562,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,10.978
200135,Chacaya Puerto 110->Muelle 110,T,*,*,Chacaya Puerto 110,Muelle 110,*,T,T,101,T,F,50,50,F,F,T,50,50,110,5.473530199,20.64240075,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,54.900.002
200136,Muelle 110->Tap Sairecabur 110,T,*,*,Muelle 110,Tap Sairecabur 110,*,T,T,101,T,F,50,50,F,F,T,50,50,110,0.2991,1.128,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,3
200137,Tap Licancabur 110->Tap Antucoya 110,T,*,*,Tap Licancabur 110,Tap Antucoya 110,*,T,T,101,T,F,50,50,F,F,T,50,50,110,3.9580901,14.92720038,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,39.700.001
200138,Tap Sairecabur 110->Tap Licancabur 110,T,*,*,Tap Sairecabur 110,Tap Licancabur 110,*,T,T,101,T,F,50,50,F,F,T,50,50,110,0.6979,2.632,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,7
200139,(Ei) M.Hales 220->M.Hales 220,T,*,*,(Ei) M.Hales 220,M.Hales 220,BarA,T,T,101,T,F,302.5546351,302.5546351,F,F,T,302.5546351,302.5546351,220,0.00462,0.04136,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.22
200140,Encuentro 220->(Ei) M.Hales 220,T,*,*,Encuentro 220,(Ei) M.Hales 220,BarA,T,T,101,T,F,534.2337511,534.2337511,F,F,T,534.2337511,534.2337511,220,5.91200016,30.66850083,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,73.900.002
200141,Encuentro 220->Pampa Lina 220,T,*,*,Encuentro 220,Pampa Lina 220,BarA,T,T,101,T,F,228.63,228.63,F,F,T,228.63,228.63,220,4.7085,26.187,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,64.5
200142,Pampa Lina 220->Spence 220,T,*,*,Pampa Lina 220,Spence 220,*,T,T,101,T,F,228.63,228.63,F,F,T,228.63,228.63,220,0.1825,1.015,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,2.5
200143,La Negra 110->Alto Norte 110,T,*,*,La Negra 110,Alto Norte 110,*,T,T,101,T,F,68.58921198,68.58921198,F,F,T,68.58921198,68.58921198,110,0.756,1.8864,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,4.8
200146,Mejillones 110->Central Diesel Enaex 110,T,*,*,Mejillones 110,Central Diesel Enaex 110,BarA,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,110,0.314928,0.541296,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1.44
200147,Mejillones 110->El Lince 110,T,*,*,Mejillones 110,El Lince 110,BarA,T,T,101,T,F,28.6,28.6,F,F,T,28.6,28.6,110,11.34,28.26,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,72
200148,Esmeralda 110->Uribe 110,T,*,MesMay-2017,Esmeralda 110,Uribe 110,*,T,T,101,T,F,68.59,68.59,F,F,T,68.59,68.59,110,2.323,6.299,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,16.2
200149,Tarapaca 220->Tarapaca Aux 220,T,*,*,Tarapaca 220,Tarapaca Aux 220,*,T,T,101,T,F,365.8,365.8,T,T,T,182.9,182.9,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200150,Crucero 220->Crucero Aux 220,T,*,MesAgo-2020,Crucero 220,Crucero Aux 220,*,T,T,101,T,F,365.8,365.8,T,T,T,182.9,182.9,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200151,Atacama 220->Atacama Aux 220,T,*,*,Atacama 220,Atacama Aux 220,*,T,T,101,T,F,772,772,T,T,T,386,386,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200152,Crucero 220->Encuentro Aux 220 III,T,MesDic-2015,MesNov-2018,Crucero 220,Encuentro Aux 220,*,T,T,101,T,F,762.1,762.1,T,T,T,762.1,762.1,220,0.066566,0.34113,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,0.83
200153,Crucero 220->Encuentro Aux 220 IV,T,MesDic-2015,MesNov-2018,Crucero 220,Encuentro Aux 220,*,T,T,101,T,F,762.1,762.1,T,T,T,762.1,762.1,220,0.07975,0.44044,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,1.1
200154,Encuentro 220->Encuentro Aux 220 II,T,MesDic-2015,MesNov-2018,Encuentro 220,Encuentro Aux 220,*,T,T,101,T,F,1524.2,1524.2,T,T,T,1000,1000,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200155,Crucero 220->Crucero Aux S 220,T,MesDic-2018,*,Crucero 220,Crucero Aux S 220,*,T,T,101,T,F,1000,1000,T,T,T,500,500,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200156,Lagunas 220->Lagunas Aux 220,T,MesAbr-2017,MesNov-2024,Lagunas 220,Lagunas Aux 220,*,T,T,101,T,F,580,580,T,T,T,290,290,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200157,Encuentro 220->Lagunas Aux 220 I,T,MesAbr-2017,MesSep-2020,Encuentro 220,Lagunas Aux 220,*,T,T,101,T,F,290,290,T,T,T,290,290,220,15.61,70,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,175
200158,Encuentro 220->Lagunas Aux 220 II,T,MesAbr-2017,MesSep-2020,Encuentro 220,Lagunas Aux 220,*,T,T,101,T,F,290,290,T,T,T,290,290,220,15.61,70,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,175
200159,Miraje 220->Miraje Aux 220,T,MesEne-2016,*,Miraje 220,Miraje Aux 220,*,T,T,101,T,F,772,772,T,T,T,386,386,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200160,Encuentro 220->Miraje Aux 220 I,T,MesEne-2016,*,Encuentro 220,Miraje Aux 220,*,T,T,101,T,F,386,386,T,F,T,386,386,220,0.748957714,5.570207712,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,16.26
200161,Encuentro 220->Miraje Aux 220 II,T,MesEne-2016,*,Encuentro 220,Miraje Aux 220,*,T,T,101,T,F,386,386,T,F,T,386,386,220,0.748957714,5.570207712,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,16.26
200162,Miraje 220->Atacama Aux 220 II,T,MesEne-2016,*,Miraje 220,Atacama Aux 220,*,T,T,101,T,F,386,386,T,F,T,386,386,220,5.983297513,41.621141,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,137.863.998
200163,Kimal 500->Kimal 220 I,T,MesDic-2020,*,Kimal 500,Kimal 220,*,T,T,101,T,F,750,750,T,T,T,750,750,500,0.44,42.331067,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,500/220
200164,Kimal 500->Kimal 220 II,T,MesDic-2020,*,Kimal 500,Kimal 220,*,T,T,101,T,F,750,750,T,T,T,750,750,500,0.44,42.331067,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,500/220
200165,Encuentro Aux 220->Kimal 220 I,T,MesDic-2018,MesAgo-2025,Encuentro Aux 220,Kimal 220,*,T,T,101,T,F,500,500,T,T,T,500,500,220,0.38516,2.8838855,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,9.629-exp2020
200166,Encuentro Aux 220->Kimal 220 II,T,MesDic-2018,MesAgo-2025,Encuentro Aux 220,Kimal 220,*,T,T,101,T,F,500,500,T,T,T,500,500,220,0.38516,2.8838855,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,9.629-exp2020
200167,Encuentro 220->Encuentro Aux 220 III,T,MesDic-2018,MesAgo-2025,Encuentro 220,Encuentro Aux 220,*,T,T,101,T,F,1000,1000,T,T,T,500,500,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux-exp2020
200168,Kimal 220->Crucero Aux S 220 I,T,MesDic-2018,*,Kimal 220,Crucero Aux S 220,*,T,T,101,T,F,500,500,T,T,T,500,500,220,0.37628,2.8173965,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,9.407
200169,Kimal 220->Crucero Aux S 220 II,T,MesDic-2018,*,Kimal 220,Crucero Aux S 220,*,T,T,101,T,F,500,500,T,T,T,500,500,220,0.37628,2.8173965,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,9.407
200170,Atacama 220->O Higgins Aux 1 220 III,F,MesJun-2017,*,Atacama 220,O Higgins Aux 1 220,*,T,T,101,T,F,245.78,245.78,T,F,T,245.78,245.78,220,6.752796,30.191956,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SING
200171,Quebrada Blanca Fase 2 220->->Lagunas 220 I,T,MesNov-2020,*,Quebrada Blanca Fase 2 220,Lagunas 220,BarB,T,T,101,T,F,350,350,F,F,T,175,175,220,4.2925,38.3497,T,5,1,F,TxA,Cmn,F,F,*,0,0,30,CNE,101
200172,Quebrada Blanca Fase 2 220->->Lagunas 220 II,T,MesNov-2020,*,Quebrada Blanca Fase 2 220,Lagunas 220,BarB,T,T,101,T,F,350,350,F,F,T,175,175,220,4.2925,38.3497,T,5,1,F,TxA,Cmn,F,F,*,0,0,30,CNE,101
200173,Tarapaca Aux 220->Bombeo Quebrada Blanca Fase 2 220 I,T,MesAgo-2020,*,Tarapaca Aux 220,Bombeo Quebrada Blanca Fase 2 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,1.2688,10.127,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,26
200174,Tarapaca Aux 220->Bombeo Quebrada Blanca Fase 2 220 II,T,MesAgo-2020,*,Tarapaca Aux 220,Bombeo Quebrada Blanca Fase 2 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,1.2688,10.127,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,26
200175,Bombeo Quebrada Blanca Fase 2 220->Bombeo Quebrada Blanca Fase 2 Aux 220,T,MesAgo-2020,*,Bombeo Quebrada Blanca Fase 2 220,Bombeo Quebrada Blanca Fase 2 Aux 220,*,T,T,101,T,F,365.8,365.8,T,T,T,182.9,182.9,220,0,0.0001,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200176,Bombeo Quebrada Blanca Fase 2 Aux 220->Lagunas 220 I,T,MesAgo-2020,*,Bombeo Quebrada Blanca Fase 2 Aux 220,Lagunas 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,1.464,11.685,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,30
200177,Bombeo Quebrada Blanca Fase 2 Aux 220->Lagunas 220 II,T,MesAgo-2020,*,Bombeo Quebrada Blanca Fase 2 Aux 220,Lagunas 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,1.464,11.685,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,30
200178,Kimal Aux 2 220->Maria Elena 220 I,T,MesSep-2020,MesMay-2025,Kimal Aux 2 220,Maria Elena 220,*,T,T,101,T,F,250,182.9,T,F,T,250,182.9,220,1.548349911,7.165659586,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Mod_17.299999
200179,Kimal Aux 220->Chuquicamata 220,T,MesSep-2020,MesOct-2020,Kimal Aux 220,Chuquicamata 220,*,T,T,101,T,F,442.0193661,442.0193661,T,F,T,274.3568479,274.3568479,220,3.237022903,25.89618323,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,62.733.002
200180,Tap El Loa 220->Kimal 220 I,T,MesSep-2020,*,Tap El Loa 220,Kimal 220,BarB,T,T,101,T,F,419.2,419.2,F,F,T,419.2,419.2,220,1.0206,7.6356,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,18.9
200181,Tap El Loa 220->Kimal 220 II,T,MesSep-2020,*,Tap El Loa 220,Kimal 220,BarB,T,T,101,T,F,419.2,419.2,F,F,T,419.2,419.2,220,1.0206,7.6356,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,18.9
200182,Kimal 220->Laberinto Aux 220 I,T,MesSep-2020,*,Kimal 220,Laberinto Aux 220,*,T,T,101,T,F,293.03,293.03,T,F,T,293.03,293.03,220,10.38237072,53.20641353,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,129.455.994
200183,Kimal 220->Laberinto Aux 220 II,T,MesSep-2020,*,Kimal 220,Laberinto Aux 220,*,T,T,101,T,F,304.84,304.84,T,F,T,304.84,304.84,220,10.38237072,53.20641353,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,129.455.994
200184,Kimal Aux 2 220->Maria Elena 220 II,T,MesSep-2020,MesMay-2025,Kimal Aux 2 220,Maria Elena 220,*,T,T,101,T,F,250,182.9,T,T,T,250,182.9,220,1.548349911,7.165659586,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Mod_17.299999
200185,Kimal Aux 220->Salar 220,T,MesSep-2020,MesOct-2020,Kimal Aux 220,Salar 220,*,T,T,101,T,F,442.0193661,442.0193661,T,F,T,365.8091306,365.8091306,220,3.477062649,27.96561499,T,2,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,67.778.999
200186,Condores 220->Parinacota Aux 220,T,*,MesMar-2028,Condores 220,Parinacota Aux 220,*,T,T,101,T,F,91.45,91.45,T,F,T,91.45,91.45,220,19.88510937,91.09379713,T,2,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,222.179.993
200187,Tarapaca 220->Condores Aux 220,T,*,MesDic-2021,Tarapaca 220,Condores Aux 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,6.245309911,27.9119996,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,69.779.999
200188,Tarapaca 220->Patache Aux 220 I,T,MesEne-2022,*,Tarapaca 220,Patache Aux 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,0.337730434,1.58533682,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,3.8
200189,Tarapaca 220->Patache Aux 220 II,T,MesEne-2022,*,Tarapaca 220,Patache Aux 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,0.337730434,1.58533682,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,3.8
200190,Patache Aux 220->Patache 220,T,MesEne-2022,*,Patache Aux 220,Patache 220,*,T,T,101,T,F,365.8,365.8,T,F,T,182.9,182.9,220,0,0.0001,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200191,Patache 220->Condores Aux 220,T,MesEne-2022,*,Patache 220,Condores Aux 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,5.864066851,27.52645352,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,65.98
200192,Salar 220->Calama 220,T,MesMar-2015,*,Salar 220,Calama 220,*,T,T,101,T,F,228.63,228.63,T,F,T,228.63,228.63,220,1.127496,7.12874,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,17.24
200193,Nueva Pozo Almonte Aux 220->Parinacota 220,T,MesFeb-2022,MesMay-2023,Nueva Pozo Almonte Aux 220,Parinacota 220,*,T,T,101,T,F,260,260,T,F,T,260,260,220,15.971872,89.43088,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,224
200194,Nueva Pozo Almonte 220->Condores Aux 2 220,T,MesFeb-2022,*,Nueva Pozo Almonte 220,Condores Aux 2 220,*,T,T,101,T,F,260,260,T,F,T,260,260,220,2.566908,14.37282,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,36
200195,Nueva Pozo Almonte Aux 220->Nueva Pozo Almonte 220,T,MesFeb-2022,*,Nueva Pozo Almonte Aux 220,Nueva Pozo Almonte 220,*,T,T,101,T,F,260,260,T,F,T,65,65,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200196,Parinacota 220->Parinacota Aux 220 I,T,*,*,Parinacota 220,Parinacota Aux 220,*,T,T,101,T,F,91.45,91.45,T,T,T,91.45,91.45,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200197,Lagunas 220->Pozo Almonte Aux 2 220,T,*,MesJun-2020,Lagunas 220,Pozo Almonte Aux 2 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,6.9830102,29.17626083,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,69.900.002
200198,Nueva Pozo Almonte 220->Pozo Almonte Aux 220,T,MesJul-2020,*,Nueva Pozo Almonte 220,Pozo Almonte Aux 220,*,T,T,101,T,F,182.9,182.9,T,T,T,182.9,182.9,220,0.7992,3.3392,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,8
200199,Lagunas Aux 2 220->Nueva Pozo Almonte 220,T,MesJul-2020,*,Lagunas Aux 2 220,Nueva Pozo Almonte 220,*,T,T,101,T,F,182.9,182.9,T,T,T,182.9,182.9,220,6.1838102,25.83706083,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,61.9
