LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux
301019,San Fernando 066->Placilla Emelectric 066,T,*,MesMar-2023,San Fernando 066,Placilla Emelectric 066,*,T,T,101,T,F,25.04,25.04,F,F,T,25.04,25.04,66,8.732,6.15658009,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,14.8
301020,Hospital 066->Hospital 015,T,*,*,Hospital 066,Hospital 015,*,T,T,101,T,F,18.7,18.7,F,F,T,18.7,18.7,66,1.8981875,46.75651587,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301021,Paine B 066->Tap Hospital 066,T,*,*,Paine B 066,Tap Hospital 066,*,T,T,101,T,F,46.07,46.07,F,F,T,46.07,46.07,66,1.095584,1.566929,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,4.69
301022,Tap Hospital 066->(Ei1) Tap Hospital-San Francisco de Mostazal 066,T,*,*,Tap Hospital 066,(Ei1) Tap Hospital-San Francisco de Mostazal 066,*,T,T,101,T,F,46.07,46.07,F,F,T,46.07,46.07,66,0.1696128,0.360192,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,1.12
301023,(Ei1) Tap Hospital-San Francisco de Mostazal 066->San Francisco de Mostazal 066,T,*,*,(Ei1) Tap Hospital-San Francisco de Mostazal 066,San Francisco de Mostazal 066,*,T,T,101,T,F,59.1,59.1,F,F,T,59.1,59.1,66,2.8616588,4.256434,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,12.74
301024,San Francisco de Mostazal 066->San Francisco de Mostazal 015 I,T,*,*,San Francisco de Mostazal 066,San Francisco de Mostazal 015,*,T,T,101,T,F,15,15,F,F,T,15,15,66,1.8981875,52.7907512,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301025,San Francisco de Mostazal 066->San Francisco de Mostazal 015 II,T,*,*,San Francisco de Mostazal 066,San Francisco de Mostazal 015,*,T,T,101,T,F,30,30,F,F,T,30,30,66,3.4946736,31.67445072,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301026,Tap Graneros 066->San Francisco de Mostazal 066,F,*,MesMay-2024,Tap Graneros 066,San Francisco de Mostazal 066,*,T,T,101,T,F,46.07,46.07,F,F,T,46.07,46.07,66,2.053344,2.936739,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,8.79
301027,Tap Graneros 066->Graneros 066,T,*,MesJun-2019,Tap Graneros 066,Graneros 066,*,T,T,101,T,F,31.32,31.32,F,F,T,31.32,31.32,66,0.02259,0.022284,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.1
301028,Indura 066->Tap Graneros 066,T,*,*,Indura 066,Tap Graneros 066,*,T,T,101,T,F,46.07,46.07,F,F,T,46.07,46.07,66,0.520928,0.745043,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,2.23
301029,Graneros 066->Graneros 015 I,T,*,*,Graneros 066,Graneros 015,*,T,T,101,T,F,30,30,F,F,T,30,30,66,1.055355,25.04815,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301030,Rancagua A 066->Alameda 066,T,*,MesJul-2019,Rancagua A 066,Alameda 066,*,T,T,101,T,F,49.38,49.38,F,F,T,49.38,49.38,66,0.025552,0.0604,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.16
301031,Rancagua A 066->Tap Alameda 066,F,*,MesJul-2019,Rancagua A 066,Tap Alameda 066,*,T,T,101,T,F,33.49,33.49,F,F,T,33.49,33.49,66,0.05935,0.09905,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.25
301032,Tap Alameda 066->Alameda 066,T,*,MesJul-2019,Tap Alameda 066,Alameda 066,*,T,T,101,T,F,33.49,33.49,F,F,T,33.49,33.49,66,0.02996,0.0264159,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.1
301033,Cachapoal 066->(Ei) Tap Alameda 066,T,*,MesSep-2022,Cachapoal 066,(Ei) Tap Alameda 066,*,T,T,101,T,F,52.35643181,52.35643181,F,F,T,52.35643181,52.35643181,66,0.1504954,0.223847,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.67
301034,(Ei) Tap Alameda 066->Tap Alameda 066,F,*,MesSep-2022,(Ei) Tap Alameda 066,Tap Alameda 066,*,T,T,101,T,F,35.43775952,35.43775952,F,F,T,35.43775952,35.43775952,66,0.7190505,1.12518,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,3.15
301037,Punta Cortes A 066->Lo Miranda I 066 I,T,*,*,Punta Cortes A 066,Lo Miranda I 066,*,T,T,101,T,F,25.04,25.04,F,F,T,25.04,25.04,66,3.513356,2.35704,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,6.1
301038,Punta Cortes A 066->Lo Miranda II 066 II,T,*,*,Punta Cortes A 066,Lo Miranda II 066,*,T,T,101,T,F,49.38,49.38,F,F,T,49.38,49.38,66,1.375904,2.198737,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,5.89
301039,Lo Miranda II 066->Loreto 066,T,*,*,Lo Miranda II 066,Loreto 066,*,T,T,101,T,F,31.32,31.32,F,F,T,31.32,31.32,66,5.60326,5.930665,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,14.95
301040,Punta Cortes A 066->(Ei1) Punta Cortes A-Tuniche-066,T,*,MesFeb-2025,Punta Cortes A 066,(Ei1) Punta Cortes A-Tuniche 066,*,T,T,101,T,F,23.43,23.43,F,F,T,23.43,23.43,66,2.89317,2.054682,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,4.83-exp2020
301041,(Ei1) Punta Cortes A-Tuniche 066->Tuniche 066,T,*,*,(Ei1) Punta Cortes A-Tuniche 066,Tuniche 066,*,T,T,101,T,F,46.07,46.07,F,F,T,46.07,46.07,66,1.861792,2.975201,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,7.97
301042,Tuniche 066->Tuniche 015,T,*,*,Tuniche 066,Tuniche 015,*,T,T,101,T,F,30,30,F,F,T,30,30,66,1.7223624,29.04706056,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301043,Cachapoal 066->Machali 066,T,*,*,Cachapoal 066,Machali 066,*,T,T,101,T,F,63.33,63.33,F,F,T,63.33,63.33,66,1.65375,3.74955,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,10.5
301044,Rancagua B 066->Tap Fundicion Talleres CGE 066,T,*,*,Rancagua B 066,Tap Fundicion Talleres CGE 066,*,T,T,101,T,F,49.38,49.38,F,F,T,49.38,49.38,66,0.4469938,0.742867,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,1.99
301045,Tap Fundicion Talleres CGE 066->Tap Los Lirios 066,T,*,*,Tap Fundicion Talleres CGE 066,Tap Los Lirios 066,*,T,T,101,T,F,49.38,49.38,F,F,T,49.38,49.38,66,1.768352,2.825881,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,7.57
301046,Tap Los Lirios 066->Chumaquito 066,T,*,MesSep-2026,Tap Los Lirios 066,Chumaquito 066,*,T,T,101,T,F,34.18,34.18,F,F,T,34.18,34.18,66,1.4083674,2.094807,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,6.27-exp2020
301047,Rosario 066->Chumaquito 066,T,*,*,Rosario 066,Chumaquito 066,BarA,T,T,101,T,F,38.75,38.75,F,F,T,38.75,38.75,66,2.210106,2.803005,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,7.69
301048,Tap Rengo 066->Rosario 066,F,*,MesSep-2026,Tap Rengo 066,Rosario 066,*,T,T,101,T,F,38.75,38.75,F,F,T,38.75,38.75,66,2.339436,3.326004,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,8.14-exp2020
301049,Tap Rengo 066->Rengo 066,T,*,*,Tap Rengo 066,Rengo 066,*,T,T,101,T,F,25.04,25.04,F,F,T,25.04,25.04,66,0.28752,0.185472,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,1.1
301050,Pelequen 066->Tap Rengo 066,T,*,MesMay-2024,Pelequen 066,Tap Rengo 066,*,T,T,101,T,F,38.75,38.75,F,F,T,38.75,38.75,66,2.158374,3.068586,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,7.51
301051,Tap La Paloma 066->Pelequen 066,F,*,*,Tap La Paloma 066,Pelequen 066,*,T,T,101,T,F,38.75,38.75,F,F,T,38.75,38.75,66,3.323768,4.543632,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,11.12
301052,Malloa PosBS 066->Pelequen 066,T,*,MesMay-2024,Malloa PosBS 066,Pelequen 066,*,T,T,101,T,F,33.49,33.49,F,F,T,33.49,33.49,66,2.66861,2.4710136,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,6.7
301053,San Fernando 2 066->Tap La Paloma 066,T,*,*,San Fernando 2 066,Tap La Paloma 066,*,T,T,101,T,F,41.03921183,41.03921183,F,F,T,41.03921183,41.03921183,66,1.687038,2.139615,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,5.87
301054,La Ronda 066->Tap La Paloma 066,F,*,*,La Ronda 066,Tap La Paloma 066,*,T,T,101,T,F,25.04,25.04,F,F,T,25.04,25.04,66,0.9330552,0.625968,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,1.62
301055,San Fernando 066->La Ronda 066,T,*,*,San Fernando 066,La Ronda 066,*,T,T,101,T,F,41.03921183,41.03921183,F,F,T,41.03921183,41.03921183,66,1.500228,1.90269,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,5.22
301056,La Ronda 066->San Vicente TT A 066,T,*,MesEne-2024,La Ronda 066,San Vicente TT A 066,*,T,T,101,T,F,52.35643181,52.35643181,F,F,T,52.35643181,52.35643181,66,4.6024638,6.845709,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,20.49
301057,Malloa PreBS 066->San Vicente TT B 066,T,*,MesNov-2022,Malloa PreBS 066,San Vicente TT B 066,*,T,T,101,T,F,46.07,46.07,F,F,T,46.07,46.07,66,3.1177256,4.637308,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,13.88
301058,Malloa PreBS 066->Quinta de Tilcoco 066,T,*,*,Malloa PreBS 066,Quinta de Tilcoco 066,*,T,T,101,T,F,46.07,46.07,F,F,T,46.07,46.07,66,3.054832,4.54376,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,13.6
301059,San Vicente TT B 066->Las Cabras 066,T,*,MesDic-2028,San Vicente TT B 066,Las Cabras 066,*,T,T,101,T,F,31.32,31.32,F,F,T,31.32,31.32,66,9.673588,10.238827,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,25.81
301061,Las Cabras 066->Las Cabras 015 I,T,*,*,Las Cabras 066,Las Cabras 015,*,T,T,101,T,F,9,9,F,F,T,9,9,66,3.798609796,47.39063299,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301062,Las Cabras 066->Las Cabras 015 II,T,*,*,Las Cabras 066,Las Cabras 015,*,T,T,101,T,F,10,10,F,F,T,10,10,66,3.798609796,47.39063299,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301063,El Manzano 066->El Manzano 015 I,T,*,MesAgo-2024,El Manzano 066,El Manzano 015,*,T,T,101,T,F,4,4,F,F,T,4,4,66,8.833,121.6477338,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301064,El Manzano 066->El Manzano 015 II,T,*,MesAgo-2024,El Manzano 066,El Manzano 015,*,T,T,101,T,F,6.67,6.67,F,F,T,6.67,6.67,66,8.03,97.31818704,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301065,San Fernando 2 066->Colchagua 066,T,*,*,San Fernando 2 066,Colchagua 066,*,T,T,101,T,F,38.75,38.75,F,F,T,38.75,38.75,66,0.166692,0.21141,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.58
301066,Colchagua 066->Colchagua 015 I,F,*,MesMay-2022,Colchagua 066,Colchagua 015,*,T,T,101,T,F,10.5,10.5,F,F,T,10.5,10.5,66,3.3090112,40.52111525,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301067,Colchagua 066->Colchagua 015 II,T,*,*,Colchagua 066,Colchagua 015,*,T,T,101,T,F,18.7,18.7,F,F,T,18.7,18.7,66,1.73290392,28.81947409,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/015
301068,Cerro Navia 110->Tap Batuco 110 I,T,*,MesJun-2019,Cerro Navia 110,Tap Batuco 110 1,BarA,T,T,101,T,F,144.71,144.71,F,F,T,144.71,144.71,110,1.87169409,7.821909378,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,20.700001
301069,Cerro Navia 110->Tap Batuco 110 II,T,*,MesJun-2019,Cerro Navia 110,Tap Batuco 110 2,BarA,T,T,101,T,F,144.71,144.71,F,F,T,144.71,144.71,110,1.87169409,7.821909378,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,20.700001
301070,Tap Batuco 110->Batuco 110 I,T,*,*,Tap Batuco 110 1,Batuco 110,BarA,T,T,101,T,F,190.86,190.86,F,F,T,190.86,190.86,110,0.002408,0.013788,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.04
301071,Tap Batuco 110->Batuco 110 II,T,*,*,Tap Batuco 110 2,Batuco 110,BarA,T,T,101,T,F,190.86,190.86,F,F,T,190.86,190.86,110,0.002408,0.013788,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.04
301072,Batuco 110->Batuco 023 I,F,*,*,Batuco 110,Batuco 023,*,T,T,101,T,F,37.5,37.5,F,F,T,37.5,37.5,110,1.535086666,49.63446889,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
301073,Batuco 110->Batuco 023 II,T,*,*,Batuco 110,Batuco 023,*,T,T,101,T,F,37.5,37.5,F,F,T,37.5,37.5,110,1.256470755,40.62588776,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
301074,Batuco 110->Batuco 023 III,T,*,*,Batuco 110,Batuco 023,*,T,T,101,T,F,50,50,F,F,T,50,50,110,0.943440562,46.77041563,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
301075,Las Vegas 110->Punta de Peuco 110 II,T,*,*,Las Vegas 110,Punta de Peuco 110,*,T,T,101,T,F,144.71,144.71,F,F,T,144.71,144.71,110,3.367263005,14.09447229,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,37.299999
301076,Punta de Peuco 110->Tap Batuco 110 I,T,*,*,Punta de Peuco 110,Tap Batuco 110 1,BarB,T,T,101,T,F,144.71,144.71,F,F,T,144.71,144.71,110,1.708938,7.141743,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,18.9
301077,Punta de Peuco 110->Tap Batuco 110 II,T,*,*,Punta de Peuco 110,Tap Batuco 110 2,BarB,T,T,101,T,F,144.71,144.71,F,F,T,144.71,144.71,110,1.708938,7.141743,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,18.9
301078,Maipo 110->Pirque 110,T,*,*,Maipo 110,Pirque 110,*,T,T,101,T,F,65.89270429,65.89270429,F,F,T,65.89270429,65.89270429,110,6.8700792,8.85902,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,20.18
301079,Chena 110->Tap Santa Marta 110 I,T,*,*,Chena 110,Tap Santa Marta 110,*,T,T,101,T,F,351.54,351.54,F,F,T,351.54,351.54,110,0.024730456,0.205837192,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.808
301080,Chena 110->Tap Santa Marta 110 II,T,*,*,Chena 110,Tap Santa Marta 110,*,T,T,101,T,F,351.54,351.54,F,F,T,351.54,351.54,110,0.024730456,0.205837192,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.808
301081,Tap Santa Marta 110->Tap Maipu 110 I,T,*,*,Tap Santa Marta 110,Tap Maipu 110,*,T,T,101,T,F,351.54,351.54,F,F,T,351.54,351.54,110,0.016099282,0.133997974,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.526
301082,Tap Santa Marta 110->Tap Maipu 110 II,T,*,*,Tap Santa Marta 110,Tap Maipu 110,*,T,T,101,T,F,351.54,351.54,F,F,T,351.54,351.54,110,0.016099282,0.133997974,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.526
301083,Lo Prado 110->Lo Prado 044,T,*,*,Lo Prado 110,Lo Prado 044,*,T,T,101,T,F,28,28,F,F,T,28,28,110,1.028369,62.799005,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/044
301084,Lo Prado 044->Curacavi 044 I,T,*,*,Lo Prado 044,Curacavi 044,*,T,T,101,T,F,25.54,25.54,F,F,T,25.54,25.54,44,3.258769552,5.62190288,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,13.95
301085,Lo Prado 044->Curacavi 044 II,T,*,*,Lo Prado 044,Curacavi 044,*,T,T,101,T,F,32.39,32.39,F,F,T,32.39,32.39,44,4.076057836,5.927069195,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,13.95
301086,El Salto 110->(Ei1) El Salto-Tap Recoleta 110 I,T,*,*,El Salto 110,(Ei1) El Salto-Tap Recoleta 110,*,T,T,101,T,F,396,396,F,F,T,396,396,110,0.41804208,1.6653269,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,6.46
301087,El Salto 110->(Ei1) El Salto-Tap Recoleta 110 II,T,*,*,El Salto 110,(Ei1) El Salto-Tap Recoleta 110,*,T,T,101,T,F,396,396,F,F,T,396,396,110,0.41804208,1.6653269,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,6.46
301088,(Ei1) El Salto-Tap Recoleta 110->(Ei2) El Salto-Tap Recoleta 110 I,T,*,*,(Ei1) El Salto-Tap Recoleta 110,(Ei2) El Salto-Tap Recoleta 110,*,T,T,101,T,F,381.72,381.72,F,F,T,381.72,381.72,110,0.0592282,0.46618394,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,1.94
301089,(Ei1) El Salto-Tap Recoleta 110->(Ei2) El Salto-Tap Recoleta 110 II,T,*,*,(Ei1) El Salto-Tap Recoleta 110,(Ei2) El Salto-Tap Recoleta 110,*,T,T,101,T,F,381.72,381.72,F,F,T,381.72,381.72,110,0.0592282,0.46618394,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,1.94
301090,(Ei2) El Salto-Tap Recoleta 110->(Ei3) El Salto-Tap Recoleta 110 I,T,*,*,(Ei2) El Salto-Tap Recoleta 110,(Ei3) El Salto-Tap Recoleta 110,*,T,T,101,T,F,381.72,381.72,F,F,T,381.72,381.72,110,0.00091194,0.00737013,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.03
301091,(Ei2) El Salto-Tap Recoleta 110->(Ei3) El Salto-Tap Recoleta 110 II,T,*,*,(Ei2) El Salto-Tap Recoleta 110,(Ei3) El Salto-Tap Recoleta 110,*,T,T,101,T,F,381.72,381.72,F,F,T,381.72,381.72,110,0.00091194,0.00737013,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.03
301092,(Ei3) El Salto-Tap Recoleta 110->Tap Recoleta 110 I,T,*,*,(Ei3) El Salto-Tap Recoleta 110,Tap Recoleta 110,*,T,T,101,T,F,381.72,381.72,F,F,T,381.72,381.72,110,0.084735,0.655553,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,2.69
301093,(Ei3) El Salto-Tap Recoleta 110->Tap Recoleta 110 II,T,*,*,(Ei3) El Salto-Tap Recoleta 110,Tap Recoleta 110,*,T,T,101,T,F,381.72,381.72,F,F,T,381.72,381.72,110,0.084735,0.655553,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,2.69
301094,Tap Recoleta 110->Recoleta 110 I,T,*,*,Tap Recoleta 110,Recoleta 110,BarA,T,T,101,T,F,198,198,F,F,T,198,198,110,0.02713137,0.0820827,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.21
301095,Tap Recoleta 110->Recoleta 110 II,T,*,*,Tap Recoleta 110,Recoleta 110,BarA,T,T,101,T,F,198,198,F,F,T,198,198,110,0.02713137,0.0820827,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.21
301096,(Ei2) El Salto-Tap Recoleta 110->(Ei1) El Salto-Tap Recoleta - San Cristobal 110 I,T,*,*,(Ei2) El Salto-Tap Recoleta 110,(Ei1) El Salto-Tap Recoleta - San Cristobal 110,*,T,T,101,T,F,140.88,140.88,F,F,T,140.88,140.88,110,0.28416552,1.10841339,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,3.03
301097,(Ei2) El Salto-Tap Recoleta 110->(Ei1) El Salto-Tap Recoleta - San Cristobal 110 II,T,*,*,(Ei2) El Salto-Tap Recoleta 110,(Ei1) El Salto-Tap Recoleta - San Cristobal 110,*,T,T,101,T,F,140.88,140.88,F,F,T,140.88,140.88,110,0.28416552,1.10841339,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,3.03
301098,(Ei1) El Salto-Tap Recoleta - San Cristobal 110->San Cristobal I,T,*,*,(Ei1) El Salto-Tap Recoleta - San Cristobal 110,San Cristobal A 110,*,T,T,101,T,F,187.51,187.51,F,F,T,187.51,187.51,110,0.001191,0.010335,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.03
301099,(Ei1) El Salto-Tap Recoleta - San Cristobal 110->San Cristobal II,T,*,*,(Ei1) El Salto-Tap Recoleta - San Cristobal 110,San Cristobal B 110,*,T,T,101,T,F,187.51,187.51,F,F,T,187.51,187.51,110,0.001191,0.010335,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.03
301100,Tap Santa Marta 110->Tap Bicentenario 110 I,T,*,*,Tap Santa Marta 110,Tap Bicentenario 110,BarA,T,T,101,T,F,175.77,175.77,F,F,T,175.77,175.77,110,0.03820572,0.22215753,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.63
301101,Tap Santa Marta 110->Tap Bicentenario 110 II,T,*,*,Tap Santa Marta 110,Tap Bicentenario 110,BarA,T,T,101,T,F,175.77,175.77,F,F,T,175.77,175.77,110,0.03820572,0.22215753,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.63
301102,Tap Bicentenario 110->Santa Marta 110 I,T,*,*,Tap Bicentenario 110,Santa Marta 110,*,T,T,101,T,F,175.86,175.86,F,F,T,175.86,175.86,110,0.1785259,1.0438764,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,3.031
301103,Tap Bicentenario 110->Santa Marta 110 II,T,*,*,Tap Bicentenario 110,Santa Marta 110,*,T,T,101,T,F,175.86,175.86,F,F,T,175.86,175.86,110,0.1785259,1.0438764,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,3.031
301104,Santa Marta 110->Santa Marta 012 I,T,*,*,Santa Marta 110,Santa Marta 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.889753074,45.99129862,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
301105,Santa Marta 110->Santa Marta 012 II,T,*,*,Santa Marta 110,Santa Marta 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.889753074,45.99129862,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
301106,Tap Bicentenario 110->Bicentenario 110 I,T,*,*,Tap Bicentenario 110,Bicentenario 110,*,T,T,101,T,F,175.86,175.86,F,F,T,175.86,175.86,110,0.002225661,0.012754751,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.037
301107,Tap Bicentenario 110->Bicentenario 110 II,T,*,*,Tap Bicentenario 110,Bicentenario 110,*,T,T,101,T,F,175.86,175.86,F,F,T,175.86,175.86,110,0.002225661,0.012754751,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.037
301108,Cerro Navia 220->Cerro Navia 110 I,T,*,*,Cerro Navia 220,Cerro Navia 110,BarB,T,T,101,T,F,400,400,F,F,T,400,400,220,0.16,13.66,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/110
301109,Cerro Navia 220->Cerro Navia 110 III,T,*,*,Cerro Navia 220,Cerro Navia 110,BarB,T,T,101,T,F,399,399,F,F,T,399,399,220,0.12,13.64,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/110
301110,Tap Alto Melipilla 2 110->Bollenar 110,T,*,*,Tap Alto Melipilla 2 110,Bollenar 110,BarA,T,T,101,T,F,66.11,66.11,F,F,T,66.11,66.11,110,5.126839732,7.977209583,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,19.129999
301111,Bollenar 110->Bollenar 13.2,T,*,MesAbr-2017,Bollenar 110,Bollenar 13.2,*,T,T,101,T,F,20,20,F,F,T,20,20,110,2.846855859,63.30977492,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/13.2
301112,Tap Alto Melipilla 2 110->Melipilla 110,T,*,*,Tap Alto Melipilla 2 110,Melipilla 110,*,T,T,101,T,F,66.11,66.11,F,F,T,66.11,66.11,110,1.08808,1.69302,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,4.06
301113,La Reina 110->La Reina 012 II,T,*,*,La Reina 110,La Reina 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.889753074,44.86203684,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
301114,La Reina 110->La Reina 012 III,T,*,*,La Reina 110,La Reina 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.889753074,44.86203684,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
301115,La Reina 110->La Reina 012 IV,T,*,*,La Reina 110,La Reina 012,*,T,T,101,T,F,50,50,F,F,T,50,50,110,1.889753074,44.86203684,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/012
301116,Portezuelo A 066->Portezuelo 023,T,*,*,Portezuelo A 066,Portezuelo 023,*,T,T,101,T,F,10,10,F,F,T,10,10,66,3.26942,48.89581698,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,066/023
301117,Tap San Pablo 110->Tap Lo Prado 110,T,*,MesMar-2027,Tap San Pablo 110,Tap Lo Prado 110,*,T,T,101,T,F,70.66,70.66,F,F,T,70.66,70.66,110,4.126104,6.1710048,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,14.4
301118,Paine A 066->Isla de Maipo 066,T,*,*,Paine A 066,Isla de Maipo 066,*,T,T,101,T,F,39.67,39.67,F,F,T,39.67,39.67,66,6.598569704,7.695729655,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,22.299999
301119,Alto Melipilla 110->Tap Alto Melipilla 2 110,T,*,*,Alto Melipilla 110,Tap Alto Melipilla 2 110,*,T,T,101,T,F,78.31,78.31,F,F,T,78.31,78.31,110,0.03816477,0.10206,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.2835
